Biochemical oxygen demand (mg/l),Dissolved Oxygen mg/L,Temperature,pH,COD (chemical Oxygen Demand),Conductivity (uS/cm),Colour (TCU),Floride,Nitrate (mg/l),Potassium (mg/l),Total Organic Carban (mg/l),Chloride (mg/l),Total Suspended Solids,Turbidity (NTU),Potability
2.33,8.1,29,7.58,1.74870507,1402.19,9.56,0.785740093,8.63,13.8,19.44259882,188.06,12.48,4.24,potable
1.53,8.7,29,7.27,2.507305056,44.88,8.46,0.645975234,20.12,19.52,8.129792646,72.12,4.08,0.04,potable
2.12,8.7,29,7.13,0.367698904,788.52,9.48,0.60068152,43.91,35.28,16.58112044,62.45,9.3,2.65,potable
4.4,9.2,27,7.83,1.469865941,630.85,8.36,0.704995127,36.11,41.05,8.713963616,152.25,5.76,0.88,potable
2.25,8.3,30,7.75,2.301571335,340.52,4.69,0.667993826,42.25,34.41,14.8415799,67.66,10.3,3.15,potable
1.17,5.9,27,7.31,1.2008638,891.15,8.95,0.632522881,4.14,7.39,18.74323079,211.32,6.1,1.05,potable
0.22,4.3,27,8.26,1.045631646,1283.91,5.68,0.648064259,3.46,6.1,16.62562738,118.75,4.78,0.39,potable
2.51,8.2,25,7.41,0.732387405,932.52,7.16,0.707326321,41.71,13.4,14.68592683,145.77,8.9,2.45,potable
3.46,11.1,25,7.86,0.289476493,947.23,0.63,0.711772011,26.22,20.69,17.70572731,223.11,7.28,1.64,potable
3.68,7.4,26,7.69,0.980364318,116.87,14.47,0.75392978,12.25,28.61,16.89575368,211.17,11.76,3.88,potable
0.5,8.2,29,7.09,2.184182723,35.94,13.85,0.703740783,28.11,30.89,7.760852569,197.63,6.8,1.4,potable
1.61,8.5,27,7.43,2.04892872,831.77,9.78,0.618566483,30.91,8.35,7.918150338,187.17,12.36,4.18,potable
0.83,11.4,27,7.84,1.342536484,213.47,3.27,0.618189041,13.04,0.65,12.27318065,90.16,13.28,4.64,potable
4.38,8.9,27,7.36,0.308922406,928.55,0.62,0.637449445,42.52,17.98,11.68712384,33.31,10.28,3.14,potable
0.51,9.3,28,7.73,0.436876489,727.81,3.55,0.67111302,23.02,26.98,12.83064631,192.77,5.46,0.73,potable
3.32,9.1,26,6.53,0.133808168,988.15,3.71,0.759420505,8.69,10.26,16.12752714,208.32,10.7,3.35,potable
0.88,7.9,29,7.14,1.77466489,1099.16,12.18,0.685666054,15.48,49.35,14.37633691,241.91,4.4,0.2,potable
0.84,8.7,27,6.61,0.408898056,645.84,0.26,0.620231141,31.22,9.82,6.00039093,86.57,10.66,3.33,potable
2.13,8.1,28,7.6,1.238356022,1236.63,4.29,0.601011493,41.82,15.65,12.78526531,12.14,9.24,2.62,potable
2.05,8.2,29,7.86,1.86148885,22.78,13.89,0.634805035,32.7,24.23,13.26328179,71.44,7.16,1.58,potable
3.31,7.7,28,7.75,2.106312856,434.75,4.81,0.614226905,37.83,12.25,11.85907432,121.98,5.02,0.51,potable
1.77,7.6,29,7.66,2.878911649,1180.05,9.73,0.630428697,21.07,20.14,8.008011415,95.87,8.48,2.24,potable
3.94,9.9,26,7.02,1.388465828,1067.93,4.55,0.675971566,15.74,9.7,8.857705531,132.08,5.46,0.73,potable
4.92,7.6,28,7.11,2.074282749,532.21,8.48,0.611460224,16.8,26.04,9.999397816,17.81,12.1,4.05,potable
2.48,5.5,28,8.34,2.298181673,806.63,6.09,0.663962583,31.25,7.67,14.92917215,231.02,5.1,0.55,potable
3.08,7.6,28,7.46,2.813775907,1127.08,14.31,0.660941044,20.2,33.37,14.6893506,121.14,6.86,1.43,potable
0.21,7.7,28,6.85,1.973265783,607.12,6.6,0.640213972,28.11,47.14,15.02708758,141.3,13.16,4.58,potable
1.37,8.3,27,8.34,1.235536591,896.62,11.4,0.695630079,36.02,33.42,8.589895535,142.76,9.26,2.63,potable
4.17,6.9,28,8.25,2.002060634,58.06,6.06,0.695179737,2.47,7.51,12.841611,98.06,7.18,1.59,potable
2.97,7.7,28,7.44,1.611439061,1021.39,8.56,0.656540865,5.46,17.6,16.10916917,243.44,6.54,1.27,potable
0.13,8.8,28,7.08,2.356799841,967.73,5.94,0.675191454,37.05,43,10.10514594,206.25,11.96,3.98,potable
1.92,7.3,28,6.91,0.435060874,84,0.98,0.683934929,30.1,2.53,7.817811637,217.88,11.36,3.68,potable
4.37,7.5,28,6.62,0.895540859,920.1,5.69,0.645610476,23.24,18.18,10.43961937,127.16,6.22,1.11,potable
0.16,7.8,28,8.43,1.532666707,1319.37,1.06,0.634724359,24.7,30.71,16.00671093,38.68,4.3,0.15,potable
2.21,7,26,7.45,1.199059754,1136.5,4.3,0.729377381,37.6,14.28,21.22812724,119.27,4.02,0.01,potable
1.75,7.5,28,6.98,2.044892077,607.04,11.02,0.600865822,42.37,28.79,21.49786644,3.36,6.94,1.47,potable
3.36,6.4,29,8.29,2.509597715,187.92,2.35,0.649401391,15.96,25.29,9.77189594,95.34,9.3,2.65,potable
1.92,7.5,28,8.34,1.751017035,1249.91,3.6,0.610709454,26.82,35.61,17.07312308,42.08,13.54,4.77,potable
0.01,8,28,7.9,2.682187727,317.37,14.3,0.600235477,39.74,35.28,13.99084222,0.46,12.86,4.43,potable
1.82,7.9,26,6.87,1.699478461,770.03,7.7,0.695020701,7.75,30.42,14.83425698,244.59,10.04,3.02,potable
0.96,7.5,29,8.24,1.80753892,1400.59,3.45,0.683667682,23.82,26.08,12.30010681,91.08,12.98,4.49,potable
0.48,7.9,29,7.59,2.173965521,670.42,11.48,0.661565368,21.26,27.27,17.26807363,244.57,12.92,4.46,potable
2.44,8,27,7.53,0.271299863,116.02,11.26,0.616444924,33.18,21.67,18.93733758,19.69,6.18,1.09,potable
2.34,7.7,29,7.55,2.330260435,1020.93,2.73,0.620781788,35.67,29.42,13.21722269,167.36,13.58,4.79,potable
4.98,7.2,27,6.68,0.986916959,107.13,3.84,0.609719142,16,28.68,18.52179155,17.75,12.52,4.26,potable
1.66,8.2,27,8.13,1.776704835,280.15,3.83,0.614514772,35.35,40.18,18.7786961,19.65,5.2,0.6,potable
3.59,7.8,20,7.85,0.2302136,63.35,14.59,0.749648263,2.03,49.33,8.986363424,204.24,9.4,2.7,potable
4.36,3.9,24,7.53,0.369579928,684.66,12.38,0.611208761,39.25,40.82,14.25535626,58.64,10.74,3.37,potable
0.85,4.9,28,6.92,0.223842857,872.8,5.61,0.616689875,9.45,43.79,20.11882693,67.63,4.14,0.07,potable
4.25,2.7,27,7.36,1.889690012,865.4,11.75,0.734503998,23.08,2.2,19.23296141,236.46,6.78,1.39,potable
0.95,2.5,32,7.1,2.360654819,1227.95,2.63,0.646614652,23.47,20.53,16.14451044,43.14,11.44,3.72,potable
1.61,8,30,6.77,2.330910922,245.63,1.87,0.842940649,41.74,33.09,14.99056698,212.63,7.6,1.8,potable
1.84,8.4,22,7.89,1.221063215,1441.26,0.76,0.651625159,2.91,38.23,15.48686237,220.09,7.18,1.59,potable
1.76,6.8,22,8.11,2.478861158,659.73,5.45,0.775937933,28.58,38.2,14.76833656,194.23,6.12,1.06,potable
3.92,2.1,24,8.01,2.20276703,956.75,3.17,0.609353837,5.32,5.37,2.2,150.65,11.64,3.82,potable
0.95,4,27,8.05,1.126149412,410.97,9.05,0.665817506,23.41,33.14,10.40725749,93.63,4.22,0.11,potable
2.3,7.7,26,7.5,0.397316769,1327.55,1.46,0.616705623,9.36,48.65,14.21379885,102.21,9.46,2.73,potable
1.68,7.6,25,7.29,0.98690295,650.2,14.23,0.612579165,28.54,43.4,17.69971822,15.47,12,4,potable
4.01,7.7,28,7.85,0.869078914,1496.42,11.31,0.628386406,3.22,2.92,15.12267225,200.28,10.98,3.49,potable
0.52,7.7,29,8.16,2.46955346,93.26,10.89,0.616904471,2.36,0.19,12.15945691,47.78,4.96,0.48,potable
2.29,6.5,26,7.97,1.42062127,989.08,11.15,0.644364992,17.69,1.65,7.59251575,123.96,4.84,0.42,potable
0.86,6.3,28,7.28,0.799386466,187,6.64,0.668454639,9.51,18.4,17.75170539,129.05,8.9,2.45,potable
4.31,6.5,31,7.82,1.923496813,1382.19,3.94,0.72773655,29.77,34.07,12.89221011,163.06,9.9,2.95,potable
1.03,6.9,25,8.33,1.65011969,29.77,8.96,0.60852611,3.6,17.84,14.11047624,28.43,12.06,4.03,potable
2.31,6.6,25,8.25,1.548423342,785.99,12.92,0.694722421,7.98,48.2,13.55379641,140.57,4.3,0.15,potable
1.07,6.4,25,7.98,0.527063048,509.09,6.69,0.636218651,26.94,12.74,12.05141657,186.16,4.56,0.28,potable
1.6,6.5,26,8.14,0.739477319,169.03,11.06,0.684775697,11.47,9.57,10.54509177,83.94,11.82,3.91,potable
0.64,6.7,27,8.09,0.639539153,809.86,8.12,0.685076885,43.67,25.98,10.98668253,119.51,4.58,0.29,potable
4.05,4.2,23,8.22,0.234306937,1478.1,1.15,0.65044755,42.6,15.81,10.77863263,170.59,6.56,1.28,potable
0.03,4.6,25,7.38,2.508516046,161.92,4.38,0.743585111,27.98,49.27,6.039669028,213.92,4.72,0.36,potable
1.39,4.8,26,7.45,0.05912535,1314.39,12.68,0.660658804,19.6,15.2,18.26795085,145.92,12.2,4.1,potable
0.68,6.7,29,6.67,1.23844957,1483.25,0.08,0.600831556,40.54,43.85,14.61342264,189.65,12.72,4.36,potable
1.89,6.7,24,7.44,0.926125589,1113.43,14.75,0.622214005,27.9,7.98,15.14754698,107.53,8.3,2.15,potable
4.02,6.8,24,7.09,0.26617791,792.4,8.8,0.658340875,20.52,37.19,14.21062445,132.62,6.1,1.05,potable
4.07,6.8,29,7.62,2.317802908,635.75,14.2,0.612655885,26.25,38.06,17.55687962,81.48,5.78,0.89,potable
2.3,4.2,29,7.6,1.300188821,725.5,13.51,0.69483104,3,22.13,15.13047649,101.75,10.18,3.09,potable
0.53,7.1,24,8.21,1.183950405,1273.83,9.01,0.704806052,24.58,14.36,14.20266406,243.71,5.9,0.95,potable
0.27,5,29,7.16,0.871966412,83.47,11.78,0.675554009,23.55,42.47,19.48294518,81.87,12.26,4.13,potable
1.89,6.7,26,7.91,1.499981438,348.25,2.96,0.63894765,33.84,45.08,18.36185806,105.95,13.14,4.57,potable
4.03,5.8,27,6.68,2.626398694,50.45,13.91,0.631324262,1.9,45.56,10.43007634,65.52,7.28,1.64,potable
2.69,5.9,32,6.77,2.41644577,111.89,5.07,0.609613118,26.24,24.35,8.286550373,39.47,4.5,0.25,potable
3.35,6,21,7.8,1.439964591,34.33,13.64,0.703156415,10.86,23.89,12.92586966,192.31,9.94,2.97,potable
3.63,4.3,24,8.48,2.805805794,751.64,8.88,0.660879942,17.44,29.88,16.35285801,119.02,7.48,1.74,potable
2.49,3.7,21,6.81,1.511823581,332.04,7.1,0.646922946,29.26,16.6,13.79765641,146.36,8.36,2.18,potable
1.95,4.6,24,6.95,1.71461892,578.3,1.31,0.707583287,22.45,16.5,14.02050742,102.16,6.42,1.21,potable
0.56,6.2,21,7.36,0.918305863,984.82,3.48,0.62240752,23.63,0.2,11.38320988,206,9.92,2.96,potable
3.67,6.8,18,8.46,1.137677957,1107.6,14.42,0.620326383,26.76,33.5,16.06643903,241.34,7.84,1.92,potable
3.91,6.6,22,7.44,0.942761089,472.95,9.48,0.681849638,26.52,4.03,16.29371561,146.05,13.24,4.62,potable
0.47,6,22,6.91,0.242072177,539.32,5.21,0.612821395,11.85,46.51,13.63691003,178.52,6.32,1.16,potable
2,5.9,21,8.1,0.927123114,350.42,11.39,0.676291318,22.52,44.64,18.46309476,222.6,9.78,2.89,potable
2.53,7.3,24,7.05,1.776389616,421.16,13.14,0.600137999,22.12,38.48,13.98383301,3.01,13.24,4.62,potable
1.96,7.3,22,7,1.315090002,227.66,7.29,0.719398425,30.95,6.07,10.86177527,135.51,13.68,4.84,potable
2.57,6.7,22,8.04,2.337257252,625.56,1.66,0.82440186,37.98,32.07,11.0756218,232.88,8.7,2.35,potable
1.97,7.3,33,7.4,1.956653018,715.91,0.92,0.669006048,26.24,38.3,17.63036246,240.96,12.42,4.21,potable
1.99,7.3,20,7.58,0.41521177,556.39,0.08,0.615198691,3.8,0.56,12.64013548,56.54,10.78,3.39,potable
3.43,6,20,6.61,1.614755374,671.11,7.83,0.656281585,6.21,27.52,14.11682361,79.79,11.32,3.66,potable
4.88,6.1,20,8.14,1.416717112,1152.19,14.44,0.600559482,2.91,41.07,8.818756567,1.82,8.78,2.39,potable
0.57,6.2,20,8.3,1.336289358,236.67,6.49,0.602320644,13.48,18.02,10.28767317,20.4,9.18,2.59,potable
1.77,7,18,8.39,2.831095362,679.46,12.82,0.602395143,9.79,35.97,14.02776594,27.28,8.84,2.42,potable
3.19,7.3,24,7.6,1.126938049,866.67,7.88,0.751213819,17.34,38.67,18.06495658,206.84,8.56,2.28,potable
0.83,7.1,19,8.19,0.597804441,895.03,12.69,0.686679604,11.21,0.56,9.700906283,175.69,8.52,2.26,potable
3.17,7.1,23,8.23,0.460575602,727.21,1.72,0.678056795,43.62,1.4,14.94908037,181.53,10.3,3.15,potable
3.25,7,24,6.8,0.864171289,866.73,3.11,0.660130495,26.93,18.7,12.95044416,60.5,8.66,2.33,potable
0.42,7,23,7.72,1.902258124,1208.63,2.49,0.632710932,31.36,19.81,15.43383428,231.63,12.4,4.2,potable
3.35,5.7,28,7.4,0.677960989,1102.26,10.57,0.64681859,23.44,23.96,18.27375696,97.06,5.9,0.95,potable
1.21,5.9,29,8.07,2.262236645,189.37,4.27,0.609222289,25.02,38.34,12.40443875,30.89,7.84,1.92,potable
2.18,7,30,7.97,0.920326481,1461.13,8.12,0.684920302,35.3,26.36,18.72131157,151.58,5.54,0.77,potable
2.57,6.2,30,7.26,1.407145346,824.89,10.72,0.63517899,33.65,5.46,15.77992197,61.88,8.88,2.44,potable
4.44,5.9,28,7.59,1.274698502,670.93,14.24,0.643043512,15.91,47.77,11.09284167,88.65,7.56,1.78,potable
3.42,7.2,29,6.9,0.189949238,478.7,3.33,0.688357007,10.62,47.4,19.19574006,117.06,8.02,2.01,potable
0.78,3.2,30,6.81,1.097778895,476.46,8.75,0.739546085,10.18,9.55,14.0272968,241.73,5.24,0.62,potable
4.09,6.8,29,8.19,2.70412193,34.37,7.07,0.642857769,1.11,41.03,21.11924925,93.78,5.06,0.53,potable
2.74,6.9,28,8.19,1.364778081,941.64,14.22,0.624269905,13.65,33.84,15.25439184,109.71,8.8,2.4,potable
4.4,6.9,28,7.33,1.132706311,746.53,7.32,0.699563351,9.93,11.61,18.89313661,161.45,7.22,1.61,potable
0.83,6.1,30,7.21,0.006572589,1238.22,12.58,0.804144448,36.36,38.38,11.65345775,190.23,5.72,0.86,potable
4.23,6.8,28,6.64,1.675399302,1255.66,5.51,0.617276752,21.12,27.63,17.95484851,67.26,9.48,2.74,potable
3.6,6.7,29,7.7,2.483580849,29.09,2.08,0.642507494,32.49,0.52,11.13531183,106.92,9.2,2.6,potable
4.08,6.6,28,7.15,1.319631063,438.21,8.11,0.608995305,20.55,2.33,9.689143568,183.81,7.52,1.76,potable
1.39,6.7,29,8.19,2.425273978,779.7,10.04,0.610292008,19.56,18,16.82377293,44.37,4.54,0.27,potable
4.31,7.1,32,8.15,1.456919374,351.44,10.95,0.642088335,19.81,8.87,18.02609815,38.8,12.18,4.09,potable
3.49,6,32,7.81,2.167699067,1158.07,2.54,0.617223511,7.07,31.33,14.40165409,89.59,9.32,2.66,potable
1.71,6.7,30,8.24,2.811750684,707.34,13.77,0.655651933,39,1.21,22.18784921,82.39,11.4,3.7,potable
2.17,6.3,29,8.38,2.385986008,743.82,8.02,0.737661081,15.37,4.74,10.4074788,232.38,12.74,4.37,potable
1.63,6.3,31,7.08,0.772028508,1154.53,1.38,0.63965619,14.66,22.55,9.854011285,134.5,7.96,1.98,potable
2.72,6.3,29,7.04,1.734974599,955.99,2.5,0.664033905,30.45,47.74,19.77536713,225.14,5.94,0.97,potable
4.23,7,30,8.16,0.734785385,1495.6,7.61,0.727731338,12.62,6.94,16.35452024,110.5,9.2,2.6,potable
2.78,7,29,7.12,1.275707957,908.52,12.33,0.63482381,16.41,43.03,11.04440513,43.36,8.9,2.45,potable
4.16,7.1,30,7.57,0.940146692,585.28,6.58,0.803395694,0.06,41.34,14.19254435,206.04,12,4,potable
2.79,6.8,29,7.32,1.25962751,137.81,0.05,0.600556816,35.02,28.87,14.2339516,91.6,12.1,4.05,potable
0.36,6.8,29,8.01,2.991001014,154.3,7.26,0.825474635,35.89,4.49,11.14770411,224.66,10.18,3.09,potable
3.74,7,30,7.12,1.632636017,352.23,6.57,0.628467835,24.25,25.95,12.99459554,110.53,5.12,0.56,potable
1.76,6.9,29,7.19,2.457297121,1147.21,3.7,0.620896842,13.1,21.63,17.31468113,212.18,11.98,3.99,potable
0.46,6.8,28,7.24,0.540178928,1017.77,14.23,0.68374934,41.62,7.12,12.61825178,154.16,13.2,4.6,potable
1.47,6.7,29,8.08,1.451703145,150.09,14.88,0.615965287,8.02,2.08,12.42876341,194.13,11.64,3.82,potable
2.54,6.7,28,7.41,0.347397004,1086.8,9.17,0.628796661,22.04,6.85,11.08483406,80.48,5.14,0.57,potable
0.07,6.9,29,8.27,2.839521479,198.11,0.09,0.647053268,3.89,26.14,19.30124821,92.55,10.42,3.21,potable
3.51,7.1,28,7.22,0.777145334,1105.03,1.3,0.676146646,22.25,48.9,14.7748006,140.6,8.46,2.23,potable
1.3,6.6,29,6.53,0.98773616,1347.08,14.94,0.656320822,27.52,31.33,12.55698319,197.43,10.98,3.49,potable
4.67,6.9,30,8.13,1.605530464,859.56,11.18,0.640000663,14.41,22.61,18.34359021,46.03,5.56,0.78,potable
4.98,7.2,28,7.02,2.554038274,957.02,6.03,0.644096685,44.2,29.6,15.54796357,144.9,5.18,0.59,potable
0.6,6.3,28,7.67,2.239543429,275.02,7.52,0.768409944,33.37,26.89,11.22657799,177.38,5.24,0.62,potable
0.79,7.2,29,8.09,2.120234347,13.48,7.55,0.654838322,35.31,45.23,4.966861619,57.19,13.42,4.71,potable
4.64,6.9,30,7.51,0.758922698,988.67,4.69,0.643666514,12.15,39.67,17.10756313,213.49,7.92,1.96,potable
1.45,6.5,30,7.41,0.52992737,1378.93,1.23,0.649539237,44.22,30.26,12.18082601,98.66,6.46,1.23,potable
2.41,7.1,25,7.62,0.721787067,381.43,9.33,0.865240178,29.58,27.16,10.61458159,247.42,6.62,1.31,potable
4.66,7.1,25,7.33,0.984833242,1192.86,2.76,0.601117511,30.28,37.15,12.82812074,5.56,7.66,1.83,potable
0.76,7.5,25,6.99,1.354407407,244.06,5.43,0.648282401,18.43,37.75,12.87480498,97.47,12.38,4.19,potable
3.41,2,24,8.29,1.870641369,394.49,0.34,0.600193044,17.07,32.76,11.79899055,0.36,5.72,0.86,potable
2.76,5.6,22,7.53,1.488846213,371.64,8.1,0.633635571,36.9,34.29,14.63892652,35.59,13.02,4.51,potable
0.56,7.1,16,8.17,2.505807123,147.76,8.56,0.702204693,12.23,25.4,10.02403918,111.35,11.28,3.64,potable
1.78,6.1,17,7.93,1.259772923,77.33,0.89,0.644543879,15.48,18,19.17473871,49.16,8.12,2.06,potable
1.57,6,23,7.1,2.701105544,369.39,3.95,0.61008988,34.84,36.68,16.7221946,62.8,12.82,4.41,potable
2.98,6.5,25,6.69,1.90813577,112.71,9.87,0.619491281,2.05,16.57,11.58014075,55.69,4.3,0.15,potable
3.86,1.5,25,7.41,2.841864454,1382.82,3.53,0.604776303,21.92,25.34,11.17654813,7.34,6.34,1.17,potable
0.22,2,25,7.56,0.739220427,638.92,3.6,0.654805936,24.87,46.39,15.77046418,175.07,12.32,4.16,potable
2.37,7.2,25,6.73,0.267013553,1128.51,14.01,0.6012937,27.96,43.42,11.91573964,71.18,5.74,0.87,potable
3.57,4,20,6.92,1.540269736,591.58,9.18,0.601983035,35.5,37.06,15.33300458,24.89,5.46,0.73,potable
0.98,7.2,22,6.65,0.103593651,37.94,10.57,0.612403532,34.38,16.75,14.78431358,53.52,13.66,4.83,potable
3.67,0.8,20,7.03,1.994353021,463.03,2.52,0.632952947,37.52,9.13,12.81363426,92.45,10.16,3.08,potable
1.59,6.4,21,7.45,2.786042252,671.33,8.52,0.642238326,1.3,43.5,7.609797727,68.03,11.34,3.67,potable
3.26,6.3,16,6.7,0.302777605,437.35,11.78,0.756856812,38.68,27.09,8.123470112,144.29,8.5,2.25,potable
3.01,5.4,17,8.36,0.164114722,1375.14,11.89,0.789091041,30.08,11.13,9.982010229,145.92,8.24,2.12,potable
3.31,5.8,17,7.69,2.615563322,985.35,7.8,0.604918773,9.34,44.26,13.46992402,7.57,9.7,2.85,potable
2.78,6.6,24,6.88,2.800178621,888.52,11.42,0.680931541,18.19,16.73,10.63423012,249.73,10.22,3.11,potable
4.64,7.7,18,7.5,2.486967654,787.85,7.84,0.644423893,30.59,10.89,16.30779009,85.41,12.88,4.44,potable
0.85,7.1,18,8.09,1.800605413,1087.7,0.77,0.642223956,2.49,9.4,11.86324832,97.67,8.18,2.09,potable
2.93,7.3,18,7.11,0.982544639,555.81,12.32,0.649125135,22.24,45.5,20.4839023,112.43,6.56,1.28,potable
2.61,7.8,25,8.37,0.393817564,1003.3,5.29,0.650270294,9.39,24.72,13.79786968,132.12,9.96,2.98,potable
4.78,7.3,19,7.3,0.198177946,423.46,9.57,0.602024774,29.8,17.25,14.15147307,159.36,5.5,0.75,potable
3.48,7,21,8.49,2.203279099,690.54,10.16,0.615911587,43.48,2.29,16.3599511,32.09,8.54,2.27,potable
0.5,6,21,8.36,2.989408584,1322.51,0.56,0.624418761,21.45,18.47,15.90527043,63.43,7.06,1.53,potable
3.98,6.8,18,7.26,0.120001813,1311.4,12.45,0.618089684,39.32,7.76,14.33780438,199.66,12.04,4.02,potable
4.34,5.6,18,7.33,1.247289646,19.83,9.6,0.707284495,15.9,20.45,10.58333615,183.21,11.02,3.51,potable
0.27,7,19,7.24,0.827307706,1313.1,11.01,0.720953833,38.29,27.59,15.66169229,195.21,7.92,1.96,potable
2.02,6.7,19,7.55,1.072721854,797.23,6.78,0.68854467,38.44,40.68,10.69258799,193.05,9.08,2.54,potable
1.85,6.2,18,8.35,1.283399178,146.51,11.5,0.646065361,14.73,41.91,18.24071162,162.95,11.24,3.62,potable
1.19,7.3,24,6.93,1.36370975,426.86,0.49,0.619819749,44.52,21.77,9.583323113,38.99,5.62,0.81,potable
3.79,7.6,17,7.6,0.253561937,455.95,11.72,0.620508713,33.12,3,16.99633028,119.09,9.48,2.74,potable
3.51,6.4,18,7.55,0.739717461,1073.46,8.59,0.60086869,3.44,19.1,13.24332928,18.97,13.14,4.57,potable
0.77,7,19,7.25,1.215736868,99.28,2.56,0.627510242,1.99,13.43,17.70683826,58.2,10.78,3.39,potable
0.45,6.7,24,7.96,0.156794091,43.86,3.31,0.604968754,17.57,13.12,17.07526259,84.04,6.36,1.18,potable
4.43,6.7,22,8.15,1.877562563,844.11,5.25,0.642027506,38.05,6.64,14.66556053,46.91,6.5,1.25,potable
4.85,5.6,20,6.67,0.40996673,178.66,4.22,0.653394332,36.92,49.13,17.16196607,89.55,7.36,1.68,potable
1.18,7.4,20,7.99,2.731878808,1336.26,10.18,0.614209647,11.46,14.28,20.60640864,74.32,11.34,3.67,potable
0,6.7,24,7.54,2.536712854,1125.84,6.78,0.708906273,9.12,17.85,20.92695018,200.25,5.66,0.83,potable
0.15,7.1,24,8.2,0.682929017,539.53,14.57,0.651432705,36.11,11.98,16.52049596,55.93,12.36,4.18,potable
1.3,6.2,24,8.39,1.332858509,994.26,9.91,0.643859658,40.87,9.34,13.12594167,77.26,12.24,4.12,potable
0.27,5.2,24,7.76,0.116303209,824.38,14.71,0.613927104,27.88,22.41,15.0894408,61.59,6.74,1.37,potable
1.99,6.8,28,6.81,2.356647686,1288.55,9.13,0.693747914,37.42,3.48,11.85446068,212.68,13.7,4.85,potable
1.65,6.8,28,8.01,2.76576871,168.34,7.59,0.784625874,2.17,13.88,16.29668848,183.56,10.5,3.25,potable
4.95,6.2,27,6.69,1.205660641,430.91,14.56,0.631433496,8.88,17.71,17.92578239,163.53,10.88,3.44,potable
0.76,4.5,29.1,7.5,2.286012325,76.11,13.21,0.644801294,36.59,14.58,17.11544677,221.24,7.14,1.57,potable
3.43,4,27,6.89,0.296872465,268.12,2.86,0.643689682,32.31,33.59,19.52731893,89.84,12.4,4.2,potable
0.49,7,28.1,7.36,0.957221524,886.86,7.26,0.821120206,40.74,42.48,13.27889595,205.75,8.92,2.46,potable
4.61,6.5,29.1,8.37,1.231773484,62.29,2.37,0.611274298,20.72,10,12.74821674,42.87,12.44,4.22,potable
4.13,4.6,27.7,6.92,2.108730584,1484.81,9.25,0.718303852,24.66,39.43,20.18959951,92.94,13.16,4.58,potable
1.86,6.6,27.1,7.21,0.381031464,1231.88,3.4,0.642046794,13.68,44.9,10.66349163,88.57,10.74,3.37,potable
2.51,7.1,27.1,8.32,1.219332168,371.16,9.54,0.605090617,3.15,16.94,14.61876666,48.93,5.94,0.97,potable
1.28,6.2,27.3,7.64,2.813619325,1427.98,10.86,0.676913213,40.74,18.48,17.06138947,172.14,10.78,3.39,potable
0.57,6.2,27,7.26,1.198169244,1383.12,11.6,0.622697076,11.09,25.92,9.852784882,44.21,13.14,4.57,potable
3.92,7.3,27.6,7.47,1.363949967,625.67,14.16,0.649944001,37.07,9.93,14.31941121,82.67,5.82,0.91,potable
1.48,7.7,28.2,7.98,0.232184274,472.61,12.32,0.64587,20.98,18.44,12.54887108,94.74,6.96,1.48,potable
1.33,6.5,28,8.42,2.007482433,1113.64,8.31,0.628915688,41.74,15.92,15.16457414,239.32,9.7,2.85,potable
3.06,6.9,28.5,7.24,2.596773316,314.19,5.44,0.608371709,40.66,9.02,14.14225093,34.72,12.02,4.01,potable
3.75,7.5,29.5,7.15,1.158369843,1042.32,9.37,0.770945049,28.34,38.34,15.47487594,210.89,4.44,0.22,potable
2.29,7.2,27,7.69,1.515111473,1202.83,11.09,0.759579244,16.8,30.8,12.59999831,126.35,11.18,3.59,potable
1.68,7,29.5,7.32,0.93413834,1120.57,4.47,0.616625798,41.19,32.86,18.0824904,131.39,8.48,2.24,potable
4.73,7.5,27,8.19,1.662877675,1384.42,0.58,0.603192948,39.66,30.66,12.29875322,129.68,10.36,3.18,potable
1.46,7.1,26.7,7.08,0.204969335,988.58,7.46,0.61986095,30.83,43.54,13.78042674,140,7.4,1.7,potable
0.88,7.4,27,8.39,1.589802498,1440.16,14.55,0.717333644,37.54,22.5,16.0869495,145.64,11.22,3.61,potable
4.05,8.1,26.8,7.77,2.692939193,992.08,9.68,0.623256589,8.49,34.33,13.14044719,77.67,13.68,4.84,potable
2.29,7.8,28.7,7.67,2.505060686,615.19,12.71,0.742009945,19.92,12.08,12.75811532,149.09,11.86,3.93,potable
4.02,7.4,29.3,7,2.918049904,1268.99,1.91,0.617059797,7.1,34.33,15.05606409,128.53,9.46,2.73,potable
0.55,7.2,28.8,7.04,2.397044038,1289.79,3.24,0.699653103,3.45,27.21,17.73037119,90.28,14,5,potable
0.95,6.5,28.3,8.04,0.280980724,860.56,5.94,0.629891717,29.06,46.7,16.61424751,118.22,12.82,4.41,potable
1.82,3,25.8,6.67,1.544618047,314.56,6.04,0.619923033,28.8,44.84,14.04948264,115.44,10.36,3.18,potable
1.95,6.9,28.3,7.28,0.545755867,457.73,0.19,0.628269328,8.44,20.62,12.86399234,82.81,6.96,1.48,potable
4.62,6,27.8,7.92,2.370509346,989.87,1.46,0.629625785,7.58,44.6,16.98166011,76.11,12.02,4.01,potable
3.46,4.8,26,7.38,1.407044589,729.7,9.76,0.617978545,40.7,10.11,18.09454383,116.67,9.14,2.57,potable
